"WardCode","WardName","borough","NESW","AreaSqKm","lon","lat","IncomeScor","LivingEnSc","NoEmployee","GrenSpace","PopDen","BornUK","NotBornUK","NoCTFtoH","NoDwelling","NoFlats","NoHouses","NoOwndDwel","MedHPrice"
"E05000416","Bishop's","Lambeth","Central",1.5,-0.114727,51.501519,0.17,50.92,37500,31.6,6466.7,5518,4157,29.2,4902,4399,528,1026,402500
"E05000417","Brixton Hill","Lambeth","Central",1.1,-0.123891,51.452839,0.22,47.97,4300,13.1,14454.5,9910,5932,5.1,6847,5170,1777,2376,284000
"E05000418","Clapham Common","Lambeth","Central",1.3,-0.139682,51.456287,0.13,43.9,7900,27.9,9961.5,8545,4307,24.6,5430,3783,1742,2337,455000
"E05000419","Clapham Town","Lambeth","Central",1.1,-0.141683,51.46522,0.17,49,5200,13.2,12636.4,8943,4852,15.3,6313,4751,1597,2174,354508
"E05000420","Coldharbour","Lambeth","Central",1.2,-0.108506,51.463724,0.31,49.52,4500,14.4,14041.7,9455,7329,2.6,7145,5787,1486,1273,270000
"E05000421","Ferndale","Lambeth","Central",0.9,-0.121626,51.463837,0.2,49.84,3500,10.2,16777.8,8771,6261,6.1,6571,5321,1389,1809,333860
"E05000422","Gipsy Hill","Lambeth","Central",1.6,-0.092005,51.427422,0.23,40.26,1700,25.7,8593.8,9511,4201,4.6,6076,3774,2328,2281,246000
"E05000423","Herne Hill","Lambeth","Central",2,-0.10131,51.45893,0.18,44.68,10300,37.9,7575,9773,5334,12.4,6598,4502,2186,2480,330000
"E05000424","Knight's Hill","Lambeth","Central",1.5,-0.107899,51.429287,0.24,35.74,3000,13.3,9866.7,9552,5211,7.2,6204,3583,2666,2648,246000
"E05000425","Larkhall","Lambeth","Central",1.1,-0.128825,51.468797,0.23,51.92,3700,20,15727.3,9972,7271,6.3,7166,6113,1191,1954,335000
"E05000426","Oval","Lambeth","Central",1.3,-0.118214,51.482613,0.19,56.54,14100,24.9,11692.3,8666,6440,16.8,7201,6406,937,2050,360000
"E05000427","Prince's","Lambeth","Central",1.2,-0.114857,51.490178,0.25,48.95,11600,20.7,11958.3,8769,5493,14.8,7067,6088,1030,2102,356250
"E05000428","St Leonard's","Lambeth","Central",1.4,-0.133502,51.42983,0.18,55.02,3600,13.2,10428.6,8666,5884,17,6333,4585,1964,2501,245998
"E05000429","Stockwell","Lambeth","Central",0.9,-0.124396,51.47494,0.23,59.98,2400,13.2,16500,8141,6636,8.4,6396,5695,887,1695,331500
"E05000430","Streatham Hill","Lambeth","Central",1.3,-0.1222,51.440759,0.18,48.66,1600,14.2,11000,8867,5396,11.4,6094,4416,1804,2557,261250
"E05000431","Streatham South","Lambeth","Central",1.7,-0.130382,51.41738,0.2,36.97,1300,26.6,8470.6,7958,6378,11.3,5439,1913,3643,2933,242000
"E05000432","Streatham Wells","Lambeth","Central",1.5,-0.121877,51.42998,0.2,42.69,2200,18.3,9966.7,8762,6144,9.1,6466,4605,1983,2701,227500
"E05000433","Thornton","Lambeth","Central",1.1,-0.136736,51.44703,0.19,46.89,1200,22.4,11454.5,7891,4635,9,5117,3695,1436,1956,420000
"E05000434","Thurlow Park","Lambeth","Central",1.5,-0.10069,51.441208,0.17,42.28,2000,19.7,9133.3,9503,4138,14,5970,3632,2391,2516,305000
"E05000435","Tulse Hill","Lambeth","Central",1,-0.115293,51.449611,0.27,42.91,1400,16.6,15850,9678,6093,7,6695,5098,1660,2058,250000
"E05000436","Vassall","Lambeth","Central",1.1,-0.109136,51.474858,0.28,41.77,4400,16.8,12909.1,8486,5657,6.7,6183,4859,1431,1445,318750
"E05000437","Bellingham","Lewisham","South",3.1,-0.025053,51.427798,0.29,32.33,3800,46.7,4790.3,10401,4374,0.2,6169,2715,3463,2523,205000
"E05000438","Blackheath","Lewisham","East",2.3,0.001015,51.466669,0.17,40.58,4300,34.6,6130.4,9925,4114,15.8,6532,4593,1978,2790,350000
"E05000439","Brockley","Lewisham","East",1.7,-0.030203,51.469233,0.19,46.84,4200,13.5,10117.6,10841,6315,2.5,7497,5459,2136,2461,250000
"E05000440","Catford South","Lewisham","East",1.9,-0.008656,51.439343,0.16,32.66,2800,3,8026.3,10315,4899,6.6,5740,1766,4035,3794,242000
"E05000441","Crofton Park","Lewisham","Central",1.7,-0.038744,51.449226,0.15,43.8,1900,20.7,8823.5,10444,4493,0.9,6389,2762,3649,3538,280000
"E05000442","Downham","Lewisham","South",2.4,0.00165,51.424363,0.29,31.53,1800,30.1,6083.3,10949,3618,1.3,6145,1417,4734,2729,184250
"E05000443","Evelyn","Lewisham","Central",1.8,-0.035018,51.48641,0.32,40.12,2200,22.6,9250,9173,7430,0.2,6973,5610,1433,1390,188000
"E05000444","Forest Hill","Lewisham","Central",1.8,-0.058118,51.440545,0.18,38.61,2500,22.2,8277.8,10227,4627,8.1,6617,4352,2309,3130,242500
"E05000445","Grove Park","Lewisham","South",2.4,0.023273,51.435913,0.21,23.55,1600,21.6,6125,10704,3944,3.8,6294,2362,3963,3373,214000
"E05000446","Ladywell","Lewisham","East",1.6,-0.025529,51.459003,0.15,38.39,1200,25.6,9093.8,9372,5143,3,5840,2809,3060,2864,277500
"E05000447","Lee Green","Lewisham","East",1.8,0.007098,51.452496,0.16,36.42,2400,11.9,8138.9,10362,4211,5.6,6339,3131,3349,3453,284000
"E05000448","Lewisham Central","Lewisham","East",2.1,-0.009589,51.45599,0.21,49.56,11400,13.6,8333.3,10264,7182,1.2,7861,5525,2415,2928,200000
"E05000449","New Cross","Lewisham","Central",1.8,-0.039985,51.479659,0.24,43.11,5800,16.6,8777.8,8421,7335,0.1,6639,4923,1796,1768,218500
"E05000450","Perry Vale","Lewisham","East",1.7,-0.044415,51.436388,0.2,43.4,1100,9.7,9235.3,10858,4760,4.7,6785,3864,2994,3321,255000
"E05000451","Rushey Green","Lewisham","East",1.8,-0.020621,51.445939,0.21,52.83,6600,24.1,8333.3,9248,5668,1.4,6328,3685,2693,2620,205000
"E05000452","Sydenham","Lewisham","Central",1.7,-0.056755,51.427466,0.23,40.05,2100,13.1,9235.3,10893,4712,4.3,6936,4369,2602,2952,247000
"E05000453","Telegraph Hill","Lewisham","Central",1.5,-0.044411,51.467499,0.21,37.88,2000,16.1,10966.7,10356,6058,5.8,6926,4645,2375,2277,241500
"E05000454","Whitefoot","Lewisham","East",2.2,0.000226,51.433248,0.26,29.33,1000,27.9,6500,10046,4203,0.2,5641,1772,3874,2753,195000
"E05000455","Abbey","Merton","South",1.4,-0.191113,51.414083,0.1,41.28,10300,12.8,7392.9,6371,3952,5.3,4673,2406,2294,2249,375000
"E05000456","Cannon Hill","Merton","South",2.2,-0.214481,51.400853,0.08,24.22,1100,42.7,4227.3,6508,2741,5.2,3515,510,3019,2768,335000
"E05000457","Colliers Wood","Merton","South",1.1,-0.173899,51.418177,0.13,46.26,3000,14.5,9772.7,5658,5054,0.4,4528,2519,2019,2208,240500
"E05000458","Cricket Green","Merton","South",3,-0.164028,51.397747,0.24,36.1,5200,50,3833.3,6943,4531,2,4388,2076,2326,1870,187375
"E05000459","Dundonald","Merton","South",1.2,-0.213243,51.413514,0.04,33.21,5300,15.2,7750,5969,3306,10.9,4099,1431,2678,2482,392675
"E05000460","Figge's Marsh","Merton","South",1.1,-0.157783,51.408049,0.21,46.43,1700,23,10272.7,6195,5045,0.3,4323,2155,2208,2054,210000
"E05000461","Graveney","Merton","Central",0.9,-0.153364,51.41693,0.12,31.4,1100,12.3,10944.4,4508,5308,0.1,3635,1013,2626,2156,249500
"E05000462","Hillside","Merton","South",1.2,-0.213313,51.420455,0.05,32.47,7900,5.7,7500,5240,3737,35.9,4439,3142,1378,2142,400000
"E05000463","Lavender Fields","Merton","South",1.2,-0.17134,51.411187,0.17,28.3,1300,19,8625,5542,4731,1.9,4096,1690,2417,1957,210000
"E05000464","Longthornton","Merton","Central",1.5,-0.141509,51.407785,0.15,22.59,900,36.6,6700,5814,4210,0.1,3816,810,3007,2567,228500
"E05000465","Lower Morden","Merton","South",1.8,-0.222183,51.388412,0.08,17.89,1700,34.3,5083.3,7083,2007,4.2,3505,696,2811,2920,250000
"E05000466","Merton Park","Merton","South",1.8,-0.200984,51.406337,0.06,29.4,3300,18.9,5305.6,6118,3367,29.8,3769,1106,2663,2649,394000
"E05000467","Pollards Hill","Merton","South",2.2,-0.140422,51.398179,0.19,22.03,700,52.8,4704.5,6590,3697,0.2,3785,822,2964,2280,220000
"E05000468","Ravensbury","Merton","South",1.8,-0.182022,51.396186,0.21,40.73,1800,37.8,5555.6,6380,3588,1.9,3864,1145,2719,2125,219950
"E05000469","Raynes Park","Merton","South",1.9,-0.235436,51.4109,0.08,30.18,3300,24.4,5157.9,6485,3253,35,4323,2157,2168,2590,364351
"E05000470","St Helier","Merton","South",1.8,-0.198863,51.392153,0.19,47.28,1600,41.6,5805.6,6977,3437,0.5,4037,1016,3024,2158,209995
"E05000471","Trinity","Merton","South",1.1,-0.191805,51.422103,0.08,30.98,6400,15.7,8954.5,6262,3536,15.1,4380,2268,2127,2303,360000
"E05000472","Village","Merton","South",6.2,-0.231471,51.427269,0.03,19.71,4500,62.2,1371,5602,2889,74.6,3651,1228,2442,2388,960000
"E05000473","West Barnes","Merton","South",2,-0.235041,51.398319,0.08,19.75,3800,32.3,4950,6537,3325,7.3,3695,708,3003,2787,327000
"E05000474","Wimbledon Park","Merton","South",2.3,-0.197256,51.432541,0.06,27.42,4600,28.5,4891.3,7508,3689,28.3,4398,1741,2678,2707,580000
"E05000475","Beckton","Newham","East",6.3,0.072356,51.515518,0.32,23.29,9700,30.9,2420.6,7619,7522,2.2,5457,2200,3268,1667,242000
"E05000476","Boleyn","Newham","East",0.9,0.041392,51.531089,0.34,46.16,2300,6.1,17888.9,7227,8755,0,4959,1732,3236,2067,214000
"E05000477","Canning Town North","Newham","East",2.5,0.007276,51.522404,0.39,36.59,7300,21.7,5960,7720,7090,0.1,5560,3137,2432,1336,187500
"E05000478","Canning Town South","Newham","East",1.8,0.01678,51.512473,0.38,42.44,2000,26.6,8972.2,8398,7598,5.1,6526,4551,2018,1442,200000
"E05000479","Custom House","Newham","East",2.1,0.035206,51.512079,0.34,24.46,2600,30.6,6428.6,7127,6284,0,4908,1873,3036,1607,195000
"E05000480","East Ham Central","Newham","East",1,0.051822,51.532654,0.31,53.27,4000,10.9,16050,6146,9771,0,4710,1514,3203,2021,212000
"E05000481","East Ham North","Newham","East",0.9,0.051232,51.542546,0.35,42.4,1600,12.3,15500,5517,8349,0.3,3706,1200,2511,1708,229500
"E05000482","East Ham South","Newham","East",1.8,0.058803,51.524773,0.33,39.39,2100,23.5,8722.2,8319,7256,0.1,5086,1805,3291,2124,190000
"E05000483","Forest Gate North","Newham","East",1.2,0.019826,51.551417,0.29,34.43,1400,13.8,13666.7,8054,8203,0.1,5815,2642,3198,2168,220000
"E05000484","Forest Gate South","Newham","East",1.2,0.020009,51.545695,0.3,50.53,3300,2.2,14583.3,7853,9509,1.5,5820,3414,2484,1842,227750
"E05000485","Green Street East","Newham","East",0.7,0.037016,51.541865,0.29,41.99,1600,2.4,22857.1,6007,9878,0.1,4299,1456,2871,1870,210000
"E05000486","Green Street West","Newham","East",0.8,0.028509,51.540029,0.32,41.7,3400,3.2,19062.5,5873,9240,0.2,4145,1508,2653,1799,233750
"E05000487","Little Ilford","Newham","East",1.9,0.05691,51.553763,0.38,45.32,1700,48.6,8815.8,7565,9068,0.1,5164,2441,2739,1729,181000
"E05000488","Manor Park","Newham","East",1.3,0.044292,51.549966,0.35,47.75,1600,26.6,11884.6,6715,8603,0.7,4659,2045,2630,1842,210000
"E05000489","Plaistow North","Newham","East",1,0.023101,51.531805,0.33,37.38,1700,10.3,15600,7406,8064,0,5186,2715,2491,1613,195000
"E05000490","Plaistow South","Newham","East",1.4,0.032409,51.524056,0.33,49.14,4700,14.5,11821.4,7928,8476,0.1,5509,1605,3927,2338,192000
"E05000491","Royal Docks","Newham","East",4.8,0.0465,51.501767,0.32,26.9,5900,57.8,2250,5525,5154,4.6,4473,3382,1100,1175,242000
"E05000492","Stratford and New Town","Newham","East",4.2,-0.006058,51.539975,0.32,48.34,15000,11.2,4261.9,8010,9758,0.2,7517,5284,2283,1810,228000
"E05000493","Wall End","Newham","East",1.4,0.063125,51.536324,0.3,37.42,1000,33.9,10678.6,5965,8881,0,4207,1116,3106,1870,220000
"E05000494","West Ham","Newham","East",1.3,0.011387,51.535605,0.33,39.33,2500,27.2,12076.9,7596,7955,0,5506,2802,2718,1600,233000
"E05000495","Aldborough","Redbridge","East",8.6,0.109074,51.590265,0.18,19.7,3900,76.8,1709.3,8962,5582,3.2,5119,1362,3759,3383,250000
"E05000496","Barkingside","Redbridge","East",1.5,0.068603,51.581309,0.13,17.15,2100,1.3,8466.7,7505,5104,13.9,4419,1069,3358,3206,282500
"E05000497","Bridge","Redbridge","East",2.6,0.047196,51.607491,0.15,21.91,1700,36,4519.2,9136,2522,3.8,4843,1218,3636,3339,275000
"E05000498","Chadwell","Redbridge","East",1.5,0.123527,51.575276,0.18,21.84,2200,4.8,9600,9746,4511,0.4,5247,1662,3594,3484,230000
"E05000499","Church End","Redbridge","East",1.5,0.021942,51.597501,0.08,26.22,3800,3.3,7766.7,8969,2547,13.8,5120,2712,2418,3219,270000
"E05000500","Clayhall","Redbridge","East",2.5,0.052112,51.585048,0.12,17.74,3100,19.9,5340,8107,5134,25.7,4180,571,3610,3322,326750
"E05000501","Clementswood","Redbridge","East",1.3,0.08126,51.556997,0.31,41.42,8300,7.7,11384.6,6513,8153,0.4,4571,1602,2984,2086,224995
"E05000502","Cranbrook","Redbridge","East",2.4,0.059151,51.570686,0.16,24.92,2600,33.4,5375,7093,5687,14.7,4107,1192,2929,2755,325000
"E05000503","Fairlop","Redbridge","East",3.6,0.084121,51.600393,0.15,24.61,3800,48.2,3541.7,9458,3172,12.5,5092,1332,3762,3502,249995
"E05000504","Fullwell","Redbridge","East",2.2,0.067606,51.593916,0.2,19,1700,24.9,5909.1,9094,3816,8.6,4882,1307,3575,3316,270000
"E05000505","Goodmayes","Redbridge","East",1.6,0.110685,51.561637,0.23,34.21,1800,30.6,8250,7022,6047,1.3,4241,1246,2996,2422,233000
"E05000506","Hainault","Redbridge","East",5.6,0.125426,51.610431,0.25,19.76,3000,59.8,2330.4,10082,2871,1.4,5397,1203,4195,3120,211000
"E05000507","Loxford","Redbridge","East",1.3,0.074546,51.549994,0.32,30.84,3000,18.3,12846.2,7742,8802,0.2,5206,1883,3340,2203,220000
"E05000508","Mayfield","Redbridge","East",1.9,0.097084,51.554206,0.19,21.26,1900,16.8,7263.2,8054,5618,10.3,4334,669,3677,3093,260000
"E05000509","Monkhams","Redbridge","East",3.1,0.026683,51.615121,0.06,18.29,2700,29.9,3387.1,8459,1963,52.3,4426,1435,2995,3497,398500
"E05000510","Newbury","Redbridge","East",2.1,0.090065,51.5714,0.22,22.04,3900,21.4,8047.6,8791,7969,1,5347,1583,3793,3285,250000
"E05000511","Roding","Redbridge","East",2.3,0.037672,51.594046,0.14,34.33,2000,35.7,5282.6,8645,3399,5.5,4799,1870,2938,3027,302000
"E05000512","Seven Kings","Redbridge","East",2.1,0.107936,51.571403,0.21,31.05,5500,30,7285.7,7945,7219,1.8,4849,1488,3376,2760,250000
"E05000513","Snaresbrook","Redbridge","East",2,0.021235,51.583214,0.1,30.95,3000,10.6,5975,8638,3227,24.5,5586,3153,2446,3398,262500
"E05000514","Valentines","Redbridge","East",1.5,0.068742,51.562964,0.23,35.43,5000,13.8,9500,7023,7100,3.6,4899,2496,2439,2266,242750
"E05000515","Wanstead","Redbridge","East",5.2,0.032815,51.567211,0.09,24.57,1000,64.2,2240.4,8913,2630,29.5,4684,1497,3205,3303,410000
"E05000516","Barnes","Richmond upon Thames","West",3,-0.237298,51.47991,0.07,27.66,2100,54.4,3450,6985,3314,52.5,4532,1981,2585,2482,867500
"E05000517","East Sheen","Richmond upon Thames","South",5.8,-0.264124,51.451191,0.04,29.63,3100,76.7,1793.1,7905,2443,60.6,4255,1286,3008,2917,705000
"E05000518","Fulwell and Hampton Hill","Richmond upon Thames","South",1.9,-0.351787,51.428474,0.07,26.44,4900,32.7,5342.1,8439,1692,25,4345,1470,2895,3056,405000
"E05000519","Ham, Petersham and Richmond Riverside","Richmond upon Thames","South",9.4,-0.29617,51.437836,0.12,27.89,2500,81.9,1101.1,7167,3150,24.8,4603,2023,2591,2696,383500
"E05000520","Hampton","Richmond upon Thames","West",6.9,-0.350257,51.409497,0.07,21.61,4000,74.7,1449.3,8318,1667,31.8,4327,1279,3050,2891,390000
"E05000521","Hampton North","Richmond upon Thames","West",1.9,-0.374944,51.427883,0.13,14.51,1800,28.2,4947.4,7501,1886,18,4152,1152,3032,2615,286250
"E05000522","Hampton Wick","Richmond upon Thames","South",2.7,-0.315426,51.416725,0.07,25.58,3000,50,3796.3,8151,2070,37.5,4681,2531,2188,2824,387500
"E05000523","Heathfield","Richmond upon Thames","West",1.9,-0.371841,51.448335,0.14,24.39,1000,27,5447.4,7567,2746,15.8,3996,1019,2977,2596,300000
"E05000524","Kew","Richmond upon Thames","West",3.6,-0.288697,51.477126,0.06,29.02,4000,56.6,3180.6,7987,3449,48.7,5203,2453,2768,3061,500000
"E05000525","Mortlake and Barnes Common","Richmond upon Thames","West",1.9,-0.25048,51.469084,0.09,34.02,2400,41.7,5763.2,8120,2799,38.5,5099,2545,2559,2896,545000
"E05000526","North Richmond","Richmond upon Thames","West",2.8,-0.299153,51.467128,0.08,36.62,3700,54.1,3803.6,7635,3014,36.4,4925,2071,2872,2724,535000
"E05000527","St Margarets and North Twickenham","Richmond upon Thames","West",2,-0.329868,51.455353,0.05,29.83,4100,23.5,5600,8569,2603,35.6,4731,1953,2791,3197,471750
"E05000528","South Richmond","Richmond upon Thames","South",2.7,-0.29266,51.457525,0.06,29.74,12900,47.3,4018.5,7246,3574,39.3,5438,3250,2226,2680,487250
"E05000529","South Twickenham","Richmond upon Thames","South",1.7,-0.338574,51.440375,0.05,25.56,3900,26.7,5911.8,8109,1878,36,4143,1395,2758,2877,389000
